index		a[]	+	b[]	=	c[]
25725		10	+	973	=	983
25726		280	+	544	=	824
25727		257	+	110	=	367
25728		373	+	352	=	725
25729		261	+	141	=	402
25730		790	+	648	=	1438
25731		506	+	13	=	519
25732		37	+	410	=	447
25733		705	+	102	=	807
25734		602	+	194	=	796
25735		384	+	12	=	396
25736		796	+	607	=	1403
25737		793	+	726	=	1519
25738		641	+	520	=	1161
25739		576	+	527	=	1103
25740		191	+	353	=	544
25741		959	+	898	=	1857
25742		99	+	14	=	113
25743		620	+	818	=	1438
25744		891	+	239	=	1130
25745		333	+	496	=	829
25746		231	+	668	=	899
25747		499	+	840	=	1339
25748		949	+	867	=	1816
25749		501	+	54	=	555
25750		782	+	568	=	1350
25751		158	+	589	=	747
25752		322	+	620	=	942
25753		498	+	320	=	818
25754		579	+	329	=	908
25755		60	+	309	=	369
25756		321	+	60	=	381
25757		900	+	886	=	1786
25758		930	+	620	=	1550
25759		56	+	98	=	154
25760		548	+	979	=	1527
25761		176	+	164	=	340
25762		557	+	259	=	816
25763		270	+	10	=	280
25764		851	+	522	=	1373
25765		430	+	441	=	871
25766		800	+	385	=	1185
25767		26	+	78	=	104
25768		913	+	41	=	954
25769		553	+	424	=	977
25770		831	+	55	=	886
25771		993	+	685	=	1678
25772		861	+	266	=	1127
25773		322	+	42	=	364
25774		650	+	2	=	652
25775		69	+	935	=	1004
25776		282	+	115	=	397
25777		741	+	17	=	758
25778		576	+	795	=	1371
25779		581	+	754	=	1335
25780		631	+	904	=	1535
25781		635	+	166	=	801
25782		673	+	717	=	1390
25783		35	+	456	=	491
25784		831	+	503	=	1334
25785		646	+	557	=	1203
25786		419	+	587	=	1006
25787		900	+	262	=	1162
25788		874	+	202	=	1076
25789		184	+	532	=	716
25790		718	+	359	=	1077
25791		788	+	527	=	1315
25792		683	+	672	=	1355
25793		757	+	295	=	1052
25794		760	+	676	=	1436
25795		959	+	55	=	1014
25796		528	+	949	=	1477
25797		268	+	199	=	467
25798		226	+	357	=	583
25799		697	+	145	=	842
25800		461	+	581	=	1042
25801		778	+	142	=	920
25802		336	+	68	=	404
25803		239	+	866	=	1105
25804		81	+	509	=	590
25805		831	+	125	=	956
25806		789	+	380	=	1169
25807		572	+	827	=	1399
25808		160	+	778	=	938
25809		494	+	71	=	565
25810		621	+	95	=	716
25811		557	+	883	=	1440
25812		671	+	232	=	903
25813		25	+	571	=	596
25814		481	+	889	=	1370
25815		685	+	91	=	776
25816		771	+	956	=	1727
25817		796	+	901	=	1697
25818		846	+	202	=	1048
25819		394	+	304	=	698
25820		250	+	466	=	716
25821		613	+	654	=	1267
25822		254	+	776	=	1030
25823		941	+	932	=	1873
25824		776	+	432	=	1208
25825		842	+	479	=	1321
25826		174	+	963	=	1137
25827		222	+	349	=	571
25828		308	+	969	=	1277
25829		683	+	682	=	1365
25830		966	+	920	=	1886
25831		366	+	844	=	1210
25832		385	+	19	=	404
25833		324	+	153	=	477
25834		949	+	183	=	1132
25835		907	+	600	=	1507
25836		573	+	226	=	799
25837		428	+	549	=	977
25838		10	+	820	=	830
25839		576	+	457	=	1033
25840		717	+	579	=	1296
25841		161	+	257	=	418
25842		636	+	522	=	1158
25843		730	+	85	=	815
25844		271	+	785	=	1056
25845		329	+	764	=	1093
25846		179	+	851	=	1030
25847		268	+	14	=	282
25848		278	+	499	=	777
25849		762	+	50	=	812
25850		612	+	761	=	1373
25851		788	+	690	=	1478
25852		826	+	116	=	942
25853		788	+	75	=	863
25854		457	+	504	=	961
25855		620	+	161	=	781
25856		749	+	570	=	1319
25857		425	+	203	=	628
25858		263	+	497	=	760
25859		786	+	403	=	1189
25860		816	+	712	=	1528
25861		60	+	113	=	173
25862		654	+	569	=	1223
25863		616	+	120	=	736
25864		548	+	300	=	848
25865		359	+	808	=	1167
25866		77	+	944	=	1021
25867		436	+	262	=	698
25868		673	+	105	=	778
25869		443	+	97	=	540
25870		731	+	379	=	1110
25871		145	+	862	=	1007
25872		530	+	94	=	624
25873		388	+	255	=	643
25874		511	+	946	=	1457
25875		20	+	599	=	619
25876		246	+	885	=	1131
25877		51	+	857	=	908
25878		897	+	755	=	1652
25879		561	+	898	=	1459
25880		177	+	965	=	1142
25881		674	+	11	=	685
25882		550	+	229	=	779
25883		716	+	452	=	1168
25884		129	+	337	=	466
25885		995	+	542	=	1537
25886		704	+	254	=	958
25887		616	+	983	=	1599
25888		66	+	782	=	848
25889		882	+	875	=	1757
25890		339	+	109	=	448
25891		995	+	649	=	1644
25892		290	+	921	=	1211
25893		326	+	28	=	354
25894		378	+	112	=	490
25895		183	+	299	=	482
25896		966	+	215	=	1181
25897		508	+	844	=	1352
25898		744	+	208	=	952
25899		650	+	380	=	1030
25900		99	+	291	=	390
25901		588	+	937	=	1525
25902		215	+	728	=	943
25903		959	+	468	=	1427
25904		790	+	675	=	1465
25905		513	+	897	=	1410
25906		981	+	858	=	1839
25907		964	+	513	=	1477
25908		260	+	235	=	495
25909		149	+	882	=	1031
25910		609	+	137	=	746
25911		490	+	493	=	983
25912		602	+	873	=	1475
25913		44	+	17	=	61
25914		643	+	424	=	1067
25915		960	+	78	=	1038
25916		71	+	391	=	462
25917		372	+	644	=	1016
25918		913	+	426	=	1339
25919		33	+	477	=	510
25920		413	+	685	=	1098
25921		203	+	752	=	955
25922		867	+	479	=	1346
25923		345	+	367	=	712
25924		356	+	724	=	1080
25925		633	+	116	=	749
25926		304	+	46	=	350
25927		651	+	863	=	1514
25928		199	+	940	=	1139
25929		474	+	611	=	1085
25930		894	+	750	=	1644
25931		526	+	562	=	1088
25932		189	+	471	=	660
25933		653	+	854	=	1507
25934		878	+	227	=	1105
25935		851	+	618	=	1469
25936		73	+	131	=	204
25937		951	+	168	=	1119
25938		934	+	359	=	1293
25939		249	+	836	=	1085
25940		130	+	388	=	518
25941		897	+	952	=	1849
25942		446	+	150	=	596
25943		65	+	473	=	538
25944		147	+	823	=	970
25945		302	+	74	=	376
25946		723	+	545	=	1268
25947		923	+	601	=	1524
25948		180	+	464	=	644
25949		438	+	591	=	1029
25950		694	+	268	=	962
25951		359	+	179	=	538
25952		24	+	974	=	998
25953		766	+	241	=	1007
25954		622	+	368	=	990
25955		948	+	990	=	1938
25956		253	+	402	=	655
25957		677	+	215	=	892
25958		986	+	714	=	1700
25959		757	+	139	=	896
25960		496	+	803	=	1299
25961		345	+	615	=	960
25962		784	+	962	=	1746
25963		119	+	105	=	224
25964		430	+	253	=	683
25965		584	+	247	=	831
25966		449	+	12	=	461
25967		732	+	968	=	1700
25968		107	+	581	=	688
25969		503	+	131	=	634
25970		874	+	939	=	1813
25971		411	+	654	=	1065
25972		287	+	46	=	333
25973		718	+	330	=	1048
25974		381	+	329	=	710
25975		446	+	126	=	572
25976		180	+	568	=	748
25977		962	+	112	=	1074
25978		774	+	408	=	1182
25979		82	+	739	=	821
25980		369	+	588	=	957
25981		794	+	510	=	1304
25982		735	+	412	=	1147
25983		2	+	705	=	707
25984		50	+	729	=	779
25985		794	+	598	=	1392
25986		836	+	223	=	1059
25987		301	+	565	=	866
25988		142	+	313	=	455
25989		75	+	15	=	90
25990		591	+	76	=	667
25991		316	+	608	=	924
25992		487	+	213	=	700
25993		825	+	975	=	1800
25994		589	+	852	=	1441
25995		405	+	616	=	1021
25996		390	+	629	=	1019
25997		244	+	668	=	912
25998		111	+	676	=	787
25999		434	+	326	=	760
26000		933	+	833	=	1766
26001		119	+	234	=	353
26002		690	+	700	=	1390
26003		138	+	441	=	579
26004		315	+	531	=	846
26005		884	+	360	=	1244
26006		544	+	826	=	1370
26007		175	+	818	=	993
26008		291	+	474	=	765
26009		151	+	443	=	594
26010		396	+	749	=	1145
26011		375	+	62	=	437
26012		165	+	177	=	342
26013		958	+	841	=	1799
26014		642	+	339	=	981
26015		451	+	520	=	971
26016		491	+	182	=	673
26017		431	+	231	=	662
26018		821	+	340	=	1161
26019		979	+	988	=	1967
26020		725	+	971	=	1696
26021		58	+	820	=	878
26022		671	+	476	=	1147
26023		64	+	596	=	660
26024		118	+	729	=	847
26025		3	+	659	=	662
26026		333	+	580	=	913
26027		208	+	623	=	831
26028		789	+	208	=	997
26029		273	+	749	=	1022
26030		128	+	658	=	786
26031		638	+	885	=	1523
26032		278	+	239	=	517
26033		833	+	77	=	910
26034		885	+	133	=	1018
26035		735	+	821	=	1556
26036		878	+	546	=	1424
26037		820	+	842	=	1662
26038		909	+	178	=	1087
26039		414	+	839	=	1253
26040		618	+	527	=	1145
26041		685	+	761	=	1446
26042		806	+	617	=	1423
26043		49	+	522	=	571
26044		944	+	33	=	977
26045		836	+	944	=	1780
26046		873	+	680	=	1553
26047		809	+	775	=	1584
26048		732	+	645	=	1377
26049		670	+	628	=	1298
26050		506	+	863	=	1369
26051		14	+	307	=	321
26052		396	+	272	=	668
26053		474	+	316	=	790
26054		163	+	875	=	1038
26055		353	+	585	=	938
26056		21	+	295	=	316
26057		349	+	788	=	1137
26058		192	+	155	=	347
26059		968	+	502	=	1470
26060		964	+	676	=	1640
26061		303	+	811	=	1114
26062		148	+	246	=	394
26063		174	+	452	=	626
26064		950	+	608	=	1558
26065		597	+	341	=	938
26066		579	+	339	=	918
26067		353	+	496	=	849
26068		792	+	644	=	1436
26069		333	+	889	=	1222
26070		606	+	767	=	1373
26071		938	+	92	=	1030
26072		216	+	94	=	310
26073		924	+	76	=	1000
26074		371	+	979	=	1350
26075		736	+	453	=	1189
26076		770	+	35	=	805
26077		411	+	796	=	1207
26078		731	+	683	=	1414
26079		869	+	702	=	1571
26080		307	+	583	=	890
26081		350	+	734	=	1084
26082		969	+	625	=	1594
26083		983	+	187	=	1170
26084		162	+	958	=	1120
26085		788	+	577	=	1365
26086		617	+	615	=	1232
26087		384	+	135	=	519
26088		906	+	935	=	1841
26089		185	+	97	=	282
26090		959	+	200	=	1159
26091		278	+	14	=	292
26092		402	+	412	=	814
26093		975	+	485	=	1460
26094		668	+	880	=	1548
26095		956	+	451	=	1407
26096		141	+	827	=	968
26097		209	+	392	=	601
26098		277	+	576	=	853
26099		296	+	860	=	1156
26100		490	+	759	=	1249
26101		311	+	228	=	539
26102		611	+	667	=	1278
26103		139	+	865	=	1004
26104		989	+	928	=	1917
26105		917	+	83	=	1000
26106		308	+	651	=	959
26107		220	+	41	=	261
26108		20	+	751	=	771
26109		587	+	988	=	1575
26110		208	+	981	=	1189
26111		965	+	917	=	1882
26112		602	+	75	=	677
26113		999	+	36	=	1035
26114		141	+	536	=	677
26115		380	+	443	=	823
26116		112	+	927	=	1039
26117		382	+	290	=	672
26118		971	+	194	=	1165
26119		276	+	724	=	1000
26120		407	+	593	=	1000
26121		751	+	938	=	1689
26122		273	+	492	=	765
26123		345	+	302	=	647
26124		671	+	405	=	1076
26125		152	+	555	=	707
26126		103	+	153	=	256
26127		815	+	459	=	1274
26128		964	+	168	=	1132
26129		87	+	913	=	1000
26130		633	+	411	=	1044
26131		252	+	616	=	868
26132		19	+	749	=	768
26133		562	+	275	=	837
26134		50	+	493	=	543
26135		330	+	63	=	393
26136		761	+	628	=	1389
26137		559	+	94	=	653
26138		447	+	602	=	1049
26139		134	+	853	=	987
26140		989	+	829	=	1818
26141		117	+	496	=	613
26142		608	+	821	=	1429
26143		891	+	189	=	1080
26144		617	+	121	=	738
26145		457	+	174	=	631
26146		99	+	126	=	225
26147		319	+	971	=	1290
26148		20	+	922	=	942
26149		722	+	295	=	1017
26150		8	+	420	=	428
26151		997	+	450	=	1447
26152		235	+	830	=	1065
26153		597	+	583	=	1180
26154		926	+	421	=	1347
26155		994	+	126	=	1120
26156		260	+	960	=	1220
26157		10	+	957	=	967
26158		485	+	968	=	1453
26159		200	+	899	=	1099
26160		842	+	287	=	1129
26161		565	+	501	=	1066
26162		617	+	868	=	1485
26163		990	+	620	=	1610
26164		348	+	781	=	1129
26165		743	+	758	=	1501
26166		669	+	550	=	1219
26167		901	+	436	=	1337
26168		437	+	946	=	1383
26169		130	+	269	=	399
26170		542	+	646	=	1188
26171		493	+	841	=	1334
26172		589	+	70	=	659
26173		136	+	913	=	1049
26174		924	+	835	=	1759
26175		982	+	364	=	1346
26176		502	+	498	=	1000
26177		484	+	173	=	657
26178		772	+	843	=	1615
26179		295	+	819	=	1114
26180		512	+	839	=	1351
26181		887	+	745	=	1632
26182		665	+	19	=	684
26183		363	+	23	=	386
26184		22	+	821	=	843
26185		733	+	616	=	1349
26186		94	+	997	=	1091
26187		663	+	631	=	1294
26188		736	+	606	=	1342
26189		878	+	707	=	1585
26190		926	+	149	=	1075
26191		406	+	810	=	1216
26192		351	+	689	=	1040
26193		294	+	837	=	1131
26194		884	+	283	=	1167
26195		965	+	345	=	1310
26196		755	+	944	=	1699
26197		660	+	326	=	986
26198		59	+	988	=	1047
26199		398	+	659	=	1057
26200		304	+	250	=	554
26201		527	+	153	=	680
26202		656	+	985	=	1641
26203		697	+	342	=	1039
26204		580	+	889	=	1469
26205		396	+	213	=	609
26206		459	+	735	=	1194
26207		262	+	445	=	707
26208		259	+	973	=	1232
26209		689	+	439	=	1128
26210		9	+	213	=	222
26211		653	+	420	=	1073
26212		828	+	655	=	1483
26213		646	+	478	=	1124
26214		725	+	105	=	830
26215		879	+	774	=	1653
26216		713	+	127	=	840
26217		942	+	774	=	1716
26218		802	+	611	=	1413
26219		714	+	807	=	1521
26220		586	+	414	=	1000
26221		699	+	206	=	905
26222		226	+	904	=	1130
26223		112	+	155	=	267
26224		451	+	797	=	1248
26225		607	+	522	=	1129
26226		939	+	145	=	1084
26227		713	+	181	=	894
26228		674	+	173	=	847
26229		203	+	474	=	677
26230		733	+	577	=	1310
26231		213	+	249	=	462
26232		34	+	524	=	558
26233		260	+	441	=	701
26234		309	+	203	=	512
26235		762	+	539	=	1301
26236		107	+	318	=	425
26237		33	+	990	=	1023
26238		437	+	457	=	894
26239		372	+	45	=	417
26240		271	+	90	=	361
26241		831	+	230	=	1061
26242		737	+	150	=	887
26243		888	+	285	=	1173
26244		590	+	801	=	1391
26245		309	+	184	=	493
26246		892	+	869	=	1761
26247		128	+	412	=	540
26248		939	+	154	=	1093
26249		233	+	944	=	1177
26250		457	+	40	=	497
26251		586	+	800	=	1386
26252		381	+	609	=	990
26253		33	+	5	=	38
26254		34	+	754	=	788
26255		153	+	971	=	1124
26256		951	+	115	=	1066
26257		922	+	3	=	925
26258		669	+	557	=	1226
26259		154	+	66	=	220
26260		456	+	19	=	475
26261		948	+	314	=	1262
26262		49	+	236	=	285
26263		120	+	111	=	231
26264		683	+	137	=	820
26265		995	+	677	=	1672
26266		798	+	498	=	1296
26267		321	+	536	=	857
26268		233	+	6	=	239
26269		568	+	987	=	1555
26270		698	+	946	=	1644
26271		31	+	933	=	964
26272		74	+	313	=	387
26273		518	+	186	=	704
26274		501	+	485	=	986
26275		112	+	846	=	958
26276		40	+	485	=	525
26277		646	+	167	=	813
26278		718	+	423	=	1141
26279		78	+	803	=	881
26280		180	+	232	=	412
26281		924	+	95	=	1019
26282		619	+	674	=	1293
26283		103	+	137	=	240
26284		606	+	565	=	1171
26285		360	+	505	=	865
26286		613	+	906	=	1519
26287		974	+	452	=	1426
26288		578	+	531	=	1109
26289		37	+	881	=	918
26290		42	+	775	=	817
26291		593	+	392	=	985
26292		229	+	957	=	1186
26293		13	+	110	=	123
26294		985	+	734	=	1719
26295		817	+	766	=	1583
26296		924	+	840	=	1764
26297		243	+	21	=	264
26298		641	+	456	=	1097
26299		157	+	981	=	1138
26300		334	+	751	=	1085
26301		136	+	261	=	397
26302		931	+	601	=	1532
26303		647	+	726	=	1373
26304		285	+	258	=	543
26305		743	+	329	=	1072
26306		531	+	594	=	1125
26307		53	+	151	=	204
26308		801	+	371	=	1172
26309		737	+	881	=	1618
26310		371	+	728	=	1099
26311		313	+	890	=	1203
26312		532	+	536	=	1068
26313		721	+	577	=	1298
26314		160	+	755	=	915
26315		474	+	427	=	901
26316		599	+	972	=	1571
26317		472	+	256	=	728
26318		844	+	184	=	1028
26319		873	+	405	=	1278
26320		140	+	86	=	226
26321		907	+	602	=	1509
26322		482	+	135	=	617
26323		180	+	93	=	273
26324		346	+	536	=	882
26325		976	+	511	=	1487
26326		668	+	990	=	1658
26327		543	+	117	=	660
26328		276	+	1	=	277
26329		669	+	786	=	1455
26330		672	+	276	=	948
26331		902	+	747	=	1649
26332		706	+	739	=	1445
26333		721	+	323	=	1044
26334		975	+	670	=	1645
26335		940	+	887	=	1827
26336		438	+	854	=	1292
26337		881	+	69	=	950
26338		373	+	310	=	683
26339		823	+	865	=	1688
26340		881	+	204	=	1085
26341		44	+	632	=	676
26342		636	+	127	=	763
26343		338	+	537	=	875
26344		244	+	90	=	334
26345		479	+	664	=	1143
26346		409	+	442	=	851
26347		521	+	197	=	718
26348		311	+	973	=	1284
26349		314	+	892	=	1206
26350		757	+	260	=	1017
26351		529	+	254	=	783
26352		829	+	435	=	1264
26353		561	+	232	=	793
26354		957	+	126	=	1083
26355		757	+	331	=	1088
26356		237	+	462	=	699
26357		492	+	244	=	736
26358		75	+	539	=	614
26359		226	+	452	=	678
26360		179	+	836	=	1015
26361		552	+	131	=	683
26362		875	+	774	=	1649
26363		572	+	248	=	820
26364		494	+	234	=	728
26365		227	+	997	=	1224
26366		54	+	18	=	72
26367		551	+	569	=	1120
26368		383	+	948	=	1331
26369		924	+	661	=	1585
26370		722	+	543	=	1265
26371		919	+	35	=	954
26372		136	+	110	=	246
26373		953	+	875	=	1828
26374		216	+	348	=	564
26375		200	+	920	=	1120
26376		411	+	607	=	1018
26377		134	+	939	=	1073
26378		5	+	511	=	516
26379		222	+	822	=	1044
26380		614	+	257	=	871
26381		981	+	964	=	1945
26382		2	+	959	=	961
26383		542	+	575	=	1117
26384		758	+	82	=	840
26385		953	+	986	=	1939
26386		892	+	851	=	1743
26387		708	+	41	=	749
26388		953	+	54	=	1007
26389		601	+	189	=	790
26390		332	+	768	=	1100
26391		410	+	908	=	1318
26392		154	+	482	=	636
26393		19	+	136	=	155
26394		312	+	918	=	1230
26395		568	+	823	=	1391
26396		456	+	650	=	1106
26397		175	+	259	=	434
26398		241	+	659	=	900
26399		734	+	2	=	736
26400		192	+	4	=	196
26401		480	+	745	=	1225
26402		659	+	591	=	1250
26403		684	+	325	=	1009
26404		343	+	371	=	714
26405		695	+	914	=	1609
26406		663	+	967	=	1630
26407		403	+	904	=	1307
26408		513	+	646	=	1159
26409		543	+	906	=	1449
26410		740	+	819	=	1559
26411		633	+	833	=	1466
26412		693	+	198	=	891
26413		417	+	640	=	1057
26414		610	+	952	=	1562
26415		824	+	793	=	1617
26416		582	+	451	=	1033
26417		113	+	465	=	578
26418		254	+	566	=	820
26419		103	+	847	=	950
26420		155	+	16	=	171
26421		728	+	610	=	1338
26422		185	+	210	=	395
26423		720	+	772	=	1492
26424		407	+	690	=	1097
26425		353	+	961	=	1314
26426		505	+	525	=	1030
26427		137	+	421	=	558
26428		43	+	789	=	832
26429		164	+	469	=	633
26430		990	+	459	=	1449
26431		363	+	572	=	935
26432		943	+	103	=	1046
26433		309	+	577	=	886
26434		110	+	366	=	476
26435		382	+	15	=	397
26436		589	+	347	=	936
26437		582	+	206	=	788
26438		146	+	713	=	859
26439		299	+	432	=	731
26440		414	+	847	=	1261
26441		177	+	150	=	327
26442		23	+	909	=	932
26443		960	+	603	=	1563
26444		650	+	254	=	904
26445		183	+	937	=	1120
26446		461	+	63	=	524
26447		672	+	947	=	1619
26448		413	+	279	=	692
26449		996	+	347	=	1343
26450		931	+	607	=	1538
26451		864	+	221	=	1085
26452		196	+	132	=	328
26453		144	+	388	=	532
26454		993	+	787	=	1780
26455		467	+	948	=	1415
26456		460	+	292	=	752
26457		983	+	151	=	1134
26458		517	+	562	=	1079
26459		679	+	611	=	1290
26460		244	+	66	=	310
26461		482	+	836	=	1318
26462		375	+	666	=	1041
26463		694	+	510	=	1204
26464		942	+	708	=	1650
26465		252	+	102	=	354
26466		389	+	930	=	1319
26467		590	+	538	=	1128
26468		650	+	548	=	1198
26469		382	+	285	=	667
26470		448	+	928	=	1376
26471		321	+	368	=	689
26472		595	+	306	=	901
26473		588	+	710	=	1298
26474		644	+	405	=	1049
26475		797	+	894	=	1691
26476		207	+	800	=	1007
26477		221	+	22	=	243
26478		820	+	964	=	1784
26479		69	+	997	=	1066
26480		675	+	989	=	1664
26481		399	+	234	=	633
26482		428	+	231	=	659
26483		526	+	20	=	546
26484		741	+	643	=	1384
26485		273	+	18	=	291
26486		733	+	498	=	1231
26487		811	+	956	=	1767
26488		985	+	577	=	1562
26489		887	+	401	=	1288
26490		332	+	845	=	1177
26491		978	+	346	=	1324
26492		740	+	745	=	1485
26493		265	+	951	=	1216
26494		387	+	910	=	1297
26495		365	+	433	=	798
26496		804	+	899	=	1703
26497		836	+	39	=	875
26498		959	+	429	=	1388
26499		802	+	173	=	975
26500		382	+	104	=	486
26501		176	+	609	=	785
26502		41	+	342	=	383
26503		588	+	424	=	1012
26504		918	+	432	=	1350
26505		784	+	402	=	1186
26506		13	+	83	=	96
26507		351	+	849	=	1200
26508		699	+	292	=	991
26509		861	+	679	=	1540
26510		870	+	480	=	1350
26511		311	+	752	=	1063
26512		945	+	85	=	1030
26513		508	+	573	=	1081
26514		399	+	773	=	1172
26515		10	+	483	=	493
26516		605	+	332	=	937
26517		155	+	380	=	535
26518		531	+	799	=	1330
26519		761	+	700	=	1461
26520		268	+	375	=	643
26521		496	+	719	=	1215
26522		319	+	575	=	894
26523		667	+	961	=	1628
26524		292	+	10	=	302
26525		498	+	558	=	1056
26526		331	+	441	=	772
26527		330	+	107	=	437
26528		297	+	140	=	437
26529		669	+	796	=	1465
26530		132	+	694	=	826
26531		900	+	352	=	1252
26532		794	+	294	=	1088
26533		195	+	18	=	213
26534		173	+	763	=	936
26535		836	+	929	=	1765
26536		97	+	783	=	880
26537		318	+	730	=	1048
26538		153	+	336	=	489
26539		678	+	460	=	1138
26540		847	+	339	=	1186
26541		47	+	308	=	355
26542		339	+	50	=	389
26543		311	+	867	=	1178
26544		950	+	991	=	1941
26545		122	+	197	=	319
26546		814	+	721	=	1535
26547		386	+	698	=	1084
26548		452	+	671	=	1123
26549		215	+	738	=	953
26550		133	+	922	=	1055
26551		244	+	469	=	713
26552		751	+	440	=	1191
26553		322	+	338	=	660
26554		924	+	334	=	1258
26555		761	+	873	=	1634
26556		43	+	894	=	937
26557		84	+	481	=	565
26558		429	+	122	=	551
26559		764	+	382	=	1146
26560		574	+	511	=	1085
26561		744	+	398	=	1142
26562		837	+	869	=	1706
26563		612	+	123	=	735
26564		741	+	478	=	1219
26565		287	+	662	=	949
26566		316	+	453	=	769
26567		881	+	362	=	1243
26568		996	+	538	=	1534
26569		661	+	814	=	1475
26570		9	+	403	=	412
26571		755	+	639	=	1394
26572		986	+	164	=	1150
26573		337	+	462	=	799
26574		875	+	730	=	1605
26575		667	+	917	=	1584
26576		498	+	212	=	710
26577		193	+	320	=	513
26578		328	+	947	=	1275
26579		576	+	674	=	1250
26580		635	+	444	=	1079
26581		491	+	205	=	696
26582		898	+	556	=	1454
26583		36	+	630	=	666
26584		721	+	139	=	860
26585		29	+	264	=	293
26586		517	+	324	=	841
26587		892	+	184	=	1076
26588		58	+	812	=	870
26589		543	+	465	=	1008
26590		755	+	969	=	1724
26591		156	+	257	=	413
26592		633	+	245	=	878
26593		668	+	484	=	1152
26594		153	+	19	=	172
26595		280	+	383	=	663
26596		231	+	169	=	400
26597		452	+	383	=	835
26598		255	+	222	=	477
26599		692	+	283	=	975
26600		861	+	486	=	1347
26601		669	+	623	=	1292
26602		835	+	212	=	1047
26603		637	+	379	=	1016
26604		836	+	375	=	1211
26605		213	+	540	=	753
26606		46	+	960	=	1006
26607		61	+	97	=	158
26608		781	+	403	=	1184
26609		985	+	8	=	993
26610		446	+	172	=	618
26611		115	+	730	=	845
26612		49	+	892	=	941
26613		641	+	276	=	917
26614		803	+	700	=	1503
26615		529	+	240	=	769
26616		314	+	457	=	771
26617		130	+	427	=	557
26618		314	+	128	=	442
26619		845	+	80	=	925
26620		711	+	796	=	1507
