index		a[]	+	b[]	=	c[]
3833		373	+	257	=	630
3834		719	+	873	=	1592
3835		915	+	68	=	983
3836		883	+	610	=	1493
3837		859	+	125	=	984
3838		596	+	839	=	1435
3839		583	+	518	=	1101
3840		159	+	518	=	677
3841		61	+	167	=	228
3842		603	+	166	=	769
3843		938	+	226	=	1164
3844		193	+	882	=	1075
3845		876	+	760	=	1636
3846		738	+	557	=	1295
3847		780	+	554	=	1334
3848		78	+	61	=	139
3849		868	+	521	=	1389
3850		673	+	98	=	771
3851		757	+	258	=	1015
3852		419	+	345	=	764
3853		901	+	189	=	1090
3854		216	+	956	=	1172
3855		239	+	725	=	964
3856		125	+	532	=	657
3857		178	+	421	=	599
3858		716	+	762	=	1478
3859		287	+	208	=	495
3860		738	+	530	=	1268
3861		605	+	490	=	1095
3862		799	+	569	=	1368
3863		407	+	253	=	660
3864		413	+	656	=	1069
3865		785	+	583	=	1368
3866		348	+	593	=	941
3867		799	+	362	=	1161
3868		606	+	666	=	1272
3869		735	+	219	=	954
3870		671	+	664	=	1335
3871		599	+	608	=	1207
3872		847	+	14	=	861
3873		914	+	212	=	1126
3874		507	+	622	=	1129
3875		327	+	492	=	819
3876		320	+	999	=	1319
3877		898	+	271	=	1169
3878		386	+	192	=	578
3879		552	+	217	=	769
3880		524	+	988	=	1512
3881		693	+	89	=	782
3882		688	+	414	=	1102
3883		296	+	268	=	564
3884		346	+	358	=	704
3885		737	+	745	=	1482
3886		568	+	797	=	1365
3887		825	+	647	=	1472
3888		221	+	237	=	458
3889		643	+	907	=	1550
3890		670	+	549	=	1219
3891		546	+	39	=	585
3892		252	+	12	=	264
3893		20	+	431	=	451
3894		476	+	691	=	1167
3895		525	+	845	=	1370
3896		99	+	416	=	515
3897		774	+	56	=	830
3898		677	+	872	=	1549
3899		736	+	8	=	744
3900		896	+	309	=	1205
3901		132	+	358	=	490
3902		788	+	744	=	1532
3903		4	+	930	=	934
3904		727	+	649	=	1376
3905		519	+	868	=	1387
3906		174	+	901	=	1075
3907		361	+	255	=	616
3908		966	+	927	=	1893
3909		313	+	362	=	675
3910		780	+	818	=	1598
3911		728	+	289	=	1017
3912		713	+	941	=	1654
3913		223	+	796	=	1019
3914		731	+	840	=	1571
3915		231	+	135	=	366
3916		632	+	582	=	1214
3917		382	+	250	=	632
3918		644	+	852	=	1496
3919		457	+	601	=	1058
3920		268	+	33	=	301
3921		773	+	894	=	1667
3922		419	+	526	=	945
3923		883	+	533	=	1416
3924		782	+	512	=	1294
3925		436	+	825	=	1261
3926		52	+	812	=	864
3927		24	+	845	=	869
3928		296	+	202	=	498
3929		773	+	758	=	1531
3930		305	+	677	=	982
3931		358	+	111	=	469
3932		281	+	650	=	931
3933		570	+	980	=	1550
3934		253	+	327	=	580
3935		359	+	716	=	1075
3936		797	+	118	=	915
3937		718	+	777	=	1495
3938		381	+	65	=	446
3939		152	+	713	=	865
3940		371	+	176	=	547
3941		586	+	874	=	1460
3942		242	+	241	=	483
3943		509	+	97	=	606
3944		662	+	248	=	910
3945		242	+	148	=	390
3946		592	+	536	=	1128
3947		620	+	617	=	1237
3948		229	+	624	=	853
3949		781	+	638	=	1419
3950		706	+	561	=	1267
3951		350	+	547	=	897
3952		458	+	39	=	497
3953		905	+	981	=	1886
3954		468	+	414	=	882
3955		601	+	316	=	917
3956		294	+	967	=	1261
3957		45	+	167	=	212
3958		39	+	163	=	202
3959		600	+	774	=	1374
3960		444	+	999	=	1443
3961		525	+	80	=	605
3962		217	+	824	=	1041
3963		449	+	86	=	535
3964		674	+	257	=	931
3965		185	+	215	=	400
3966		58	+	275	=	333
3967		230	+	582	=	812
3968		211	+	37	=	248
3969		270	+	962	=	1232
3970		591	+	28	=	619
3971		661	+	612	=	1273
3972		696	+	876	=	1572
3973		100	+	958	=	1058
3974		171	+	191	=	362
3975		248	+	122	=	370
3976		698	+	550	=	1248
3977		758	+	728	=	1486
3978		145	+	742	=	887
3979		438	+	860	=	1298
3980		473	+	477	=	950
3981		493	+	695	=	1188
3982		404	+	213	=	617
3983		32	+	525	=	557
3984		904	+	295	=	1199
3985		221	+	848	=	1069
3986		168	+	84	=	252
3987		620	+	91	=	711
3988		838	+	232	=	1070
3989		119	+	337	=	456
3990		566	+	432	=	998
3991		262	+	534	=	796
3992		831	+	637	=	1468
3993		694	+	102	=	796
3994		11	+	514	=	525
3995		642	+	269	=	911
3996		834	+	547	=	1381
3997		730	+	503	=	1233
3998		41	+	606	=	647
3999		411	+	297	=	708
4000		737	+	102	=	839
4001		15	+	63	=	78
4002		117	+	317	=	434
4003		999	+	151	=	1150
4004		643	+	538	=	1181
4005		782	+	454	=	1236
4006		887	+	12	=	899
4007		912	+	922	=	1834
4008		837	+	174	=	1011
4009		91	+	808	=	899
4010		718	+	851	=	1569
4011		277	+	623	=	900
4012		852	+	211	=	1063
4013		230	+	589	=	819
4014		1	+	15	=	16
4015		487	+	728	=	1215
4016		29	+	921	=	950
4017		987	+	863	=	1850
4018		327	+	488	=	815
4019		477	+	714	=	1191
4020		846	+	475	=	1321
4021		82	+	831	=	913
4022		839	+	619	=	1458
4023		169	+	647	=	816
4024		362	+	406	=	768
4025		560	+	752	=	1312
4026		905	+	561	=	1466
4027		720	+	380	=	1100
4028		441	+	550	=	991
4029		339	+	738	=	1077
4030		124	+	951	=	1075
4031		5	+	940	=	945
4032		989	+	625	=	1614
4033		482	+	104	=	586
4034		653	+	380	=	1033
4035		430	+	611	=	1041
4036		606	+	58	=	664
4037		787	+	51	=	838
4038		327	+	430	=	757
4039		622	+	747	=	1369
4040		407	+	296	=	703
4041		714	+	205	=	919
4042		949	+	406	=	1355
4043		810	+	515	=	1325
4044		935	+	588	=	1523
4045		785	+	334	=	1119
4046		913	+	23	=	936
4047		476	+	963	=	1439
4048		177	+	726	=	903
4049		922	+	707	=	1629
4050		529	+	266	=	795
4051		627	+	425	=	1052
4052		900	+	248	=	1148
4053		975	+	530	=	1505
4054		757	+	413	=	1170
4055		96	+	16	=	112
4056		92	+	905	=	997
4057		251	+	807	=	1058
4058		730	+	703	=	1433
4059		547	+	452	=	999
4060		255	+	684	=	939
4061		535	+	594	=	1129
4062		146	+	790	=	936
4063		36	+	47	=	83
4064		505	+	607	=	1112
4065		278	+	958	=	1236
4066		281	+	746	=	1027
4067		299	+	422	=	721
4068		592	+	413	=	1005
4069		808	+	52	=	860
4070		41	+	791	=	832
4071		576	+	924	=	1500
4072		657	+	708	=	1365
4073		946	+	958	=	1904
4074		632	+	263	=	895
4075		627	+	831	=	1458
4076		441	+	679	=	1120
4077		637	+	100	=	737
4078		637	+	909	=	1546
4079		750	+	654	=	1404
4080		540	+	597	=	1137
4081		827	+	979	=	1806
4082		46	+	139	=	185
4083		838	+	81	=	919
4084		898	+	792	=	1690
4085		221	+	697	=	918
4086		293	+	813	=	1106
4087		206	+	929	=	1135
4088		693	+	351	=	1044
4089		816	+	194	=	1010
4090		238	+	988	=	1226
4091		675	+	971	=	1646
4092		421	+	980	=	1401
4093		683	+	966	=	1649
4094		99	+	756	=	855
4095		609	+	466	=	1075
4096		668	+	359	=	1027
4097		395	+	184	=	579
4098		928	+	94	=	1022
4099		332	+	866	=	1198
4100		458	+	266	=	724
4101		463	+	913	=	1376
4102		431	+	286	=	717
4103		360	+	166	=	526
4104		449	+	122	=	571
4105		260	+	883	=	1143
4106		173	+	966	=	1139
4107		706	+	946	=	1652
4108		474	+	708	=	1182
4109		346	+	670	=	1016
4110		820	+	266	=	1086
4111		69	+	378	=	447
4112		927	+	38	=	965
4113		884	+	359	=	1243
4114		767	+	978	=	1745
4115		30	+	921	=	951
4116		191	+	890	=	1081
4117		93	+	444	=	537
4118		809	+	507	=	1316
4119		40	+	523	=	563
4120		222	+	647	=	869
4121		150	+	225	=	375
4122		262	+	382	=	644
4123		969	+	740	=	1709
4124		1	+	855	=	856
4125		305	+	526	=	831
4126		287	+	863	=	1150
4127		979	+	966	=	1945
4128		478	+	345	=	823
4129		209	+	886	=	1095
4130		906	+	720	=	1626
4131		643	+	606	=	1249
4132		442	+	361	=	803
4133		983	+	938	=	1921
4134		817	+	795	=	1612
4135		709	+	799	=	1508
4136		497	+	795	=	1292
4137		742	+	252	=	994
4138		367	+	140	=	507
4139		103	+	855	=	958
4140		755	+	52	=	807
4141		856	+	445	=	1301
4142		262	+	997	=	1259
4143		650	+	789	=	1439
4144		65	+	705	=	770
4145		127	+	447	=	574
4146		427	+	503	=	930
4147		276	+	265	=	541
4148		675	+	246	=	921
4149		781	+	803	=	1584
4150		815	+	263	=	1078
4151		760	+	316	=	1076
4152		581	+	777	=	1358
4153		533	+	828	=	1361
4154		784	+	703	=	1487
4155		444	+	476	=	920
4156		374	+	108	=	482
4157		535	+	402	=	937
4158		935	+	441	=	1376
4159		786	+	393	=	1179
4160		320	+	414	=	734
4161		944	+	857	=	1801
4162		912	+	304	=	1216
4163		496	+	691	=	1187
4164		706	+	826	=	1532
4165		216	+	583	=	799
4166		133	+	511	=	644
4167		976	+	305	=	1281
4168		665	+	206	=	871
4169		98	+	418	=	516
4170		619	+	791	=	1410
4171		24	+	467	=	491
4172		850	+	934	=	1784
4173		495	+	975	=	1470
4174		75	+	694	=	769
4175		787	+	465	=	1252
4176		762	+	639	=	1401
4177		508	+	460	=	968
4178		682	+	586	=	1268
4179		495	+	122	=	617
4180		935	+	948	=	1883
4181		559	+	119	=	678
4182		138	+	466	=	604
4183		373	+	750	=	1123
4184		60	+	341	=	401
4185		93	+	548	=	641
4186		406	+	918	=	1324
4187		268	+	212	=	480
4188		65	+	619	=	684
4189		127	+	571	=	698
4190		114	+	42	=	156
4191		750	+	749	=	1499
4192		728	+	261	=	989
4193		977	+	736	=	1713
4194		25	+	606	=	631
4195		465	+	783	=	1248
4196		953	+	405	=	1358
4197		626	+	153	=	779
4198		165	+	545	=	710
4199		127	+	780	=	907
4200		431	+	380	=	811
4201		183	+	347	=	530
4202		723	+	81	=	804
4203		63	+	544	=	607
4204		249	+	426	=	675
4205		440	+	662	=	1102
4206		291	+	29	=	320
4207		698	+	598	=	1296
4208		978	+	727	=	1705
4209		825	+	460	=	1285
4210		269	+	180	=	449
4211		223	+	347	=	570
4212		402	+	165	=	567
4213		82	+	423	=	505
4214		55	+	187	=	242
4215		807	+	809	=	1616
4216		330	+	91	=	421
4217		111	+	544	=	655
4218		344	+	75	=	419
4219		689	+	205	=	894
4220		756	+	724	=	1480
4221		217	+	856	=	1073
4222		48	+	760	=	808
4223		280	+	650	=	930
4224		88	+	966	=	1054
4225		67	+	778	=	845
4226		173	+	843	=	1016
4227		48	+	932	=	980
4228		576	+	763	=	1339
4229		598	+	335	=	933
4230		616	+	857	=	1473
4231		980	+	166	=	1146
4232		661	+	491	=	1152
4233		933	+	929	=	1862
4234		85	+	250	=	335
4235		891	+	693	=	1584
4236		288	+	288	=	576
4237		786	+	57	=	843
4238		559	+	827	=	1386
4239		910	+	226	=	1136
4240		290	+	241	=	531
4241		264	+	666	=	930
4242		74	+	692	=	766
4243		148	+	412	=	560
4244		892	+	216	=	1108
4245		158	+	827	=	985
4246		159	+	42	=	201
4247		839	+	163	=	1002
4248		448	+	396	=	844
4249		250	+	896	=	1146
4250		196	+	678	=	874
4251		108	+	486	=	594
4252		437	+	303	=	740
4253		323	+	1	=	324
4254		41	+	845	=	886
4255		630	+	94	=	724
4256		400	+	993	=	1393
4257		54	+	394	=	448
4258		204	+	542	=	746
4259		124	+	569	=	693
4260		581	+	643	=	1224
4261		827	+	201	=	1028
4262		502	+	23	=	525
4263		38	+	561	=	599
4264		834	+	101	=	935
4265		205	+	900	=	1105
4266		732	+	456	=	1188
4267		636	+	210	=	846
4268		917	+	593	=	1510
4269		477	+	792	=	1269
4270		910	+	990	=	1900
4271		408	+	775	=	1183
4272		889	+	69	=	958
4273		391	+	139	=	530
4274		835	+	306	=	1141
4275		39	+	173	=	212
4276		69	+	573	=	642
4277		444	+	827	=	1271
4278		195	+	336	=	531
4279		395	+	102	=	497
4280		316	+	7	=	323
4281		22	+	764	=	786
4282		948	+	8	=	956
4283		772	+	8	=	780
4284		790	+	157	=	947
4285		47	+	831	=	878
4286		86	+	696	=	782
4287		906	+	467	=	1373
4288		814	+	190	=	1004
4289		467	+	605	=	1072
4290		511	+	383	=	894
4291		653	+	439	=	1092
4292		826	+	942	=	1768
4293		929	+	440	=	1369
4294		527	+	540	=	1067
4295		886	+	443	=	1329
4296		47	+	153	=	200
4297		470	+	610	=	1080
4298		605	+	709	=	1314
4299		971	+	471	=	1442
4300		242	+	332	=	574
4301		842	+	420	=	1262
4302		225	+	881	=	1106
4303		718	+	588	=	1306
4304		351	+	252	=	603
4305		857	+	865	=	1722
4306		975	+	430	=	1405
4307		351	+	102	=	453
4308		750	+	788	=	1538
4309		747	+	72	=	819
4310		290	+	219	=	509
4311		717	+	993	=	1710
4312		760	+	756	=	1516
4313		92	+	693	=	785
4314		199	+	32	=	231
4315		849	+	873	=	1722
4316		343	+	933	=	1276
4317		444	+	856	=	1300
4318		486	+	25	=	511
4319		364	+	0	=	364
4320		332	+	22	=	354
4321		145	+	53	=	198
4322		709	+	895	=	1604
4323		747	+	508	=	1255
4324		319	+	634	=	953
4325		136	+	123	=	259
4326		244	+	982	=	1226
4327		490	+	375	=	865
4328		546	+	439	=	985
4329		48	+	565	=	613
4330		962	+	168	=	1130
4331		719	+	469	=	1188
4332		982	+	113	=	1095
4333		287	+	340	=	627
4334		766	+	633	=	1399
4335		290	+	321	=	611
4336		636	+	677	=	1313
4337		995	+	906	=	1901
4338		463	+	249	=	712
4339		620	+	56	=	676
4340		133	+	566	=	699
4341		955	+	57	=	1012
4342		421	+	461	=	882
4343		501	+	660	=	1161
4344		916	+	163	=	1079
4345		738	+	378	=	1116
4346		397	+	334	=	731
4347		588	+	499	=	1087
4348		470	+	199	=	669
4349		115	+	366	=	481
4350		465	+	232	=	697
4351		874	+	78	=	952
4352		337	+	800	=	1137
4353		848	+	993	=	1841
4354		958	+	757	=	1715
4355		671	+	58	=	729
4356		682	+	617	=	1299
4357		65	+	706	=	771
4358		820	+	312	=	1132
4359		204	+	602	=	806
4360		197	+	136	=	333
4361		643	+	116	=	759
4362		978	+	306	=	1284
4363		624	+	115	=	739
4364		473	+	160	=	633
4365		678	+	336	=	1014
4366		719	+	608	=	1327
4367		188	+	782	=	970
4368		321	+	616	=	937
4369		223	+	712	=	935
4370		186	+	170	=	356
4371		766	+	42	=	808
4372		268	+	458	=	726
4373		876	+	662	=	1538
4374		946	+	981	=	1927
4375		753	+	704	=	1457
4376		838	+	597	=	1435
4377		322	+	595	=	917
4378		911	+	115	=	1026
4379		387	+	221	=	608
4380		237	+	604	=	841
4381		578	+	640	=	1218
4382		864	+	566	=	1430
4383		694	+	931	=	1625
4384		365	+	756	=	1121
4385		184	+	65	=	249
4386		106	+	265	=	371
4387		0	+	984	=	984
4388		389	+	402	=	791
4389		411	+	957	=	1368
4390		807	+	407	=	1214
4391		227	+	686	=	913
4392		943	+	35	=	978
4393		112	+	231	=	343
4394		677	+	49	=	726
4395		206	+	401	=	607
4396		435	+	546	=	981
4397		959	+	576	=	1535
4398		811	+	708	=	1519
4399		90	+	164	=	254
4400		597	+	725	=	1322
4401		107	+	883	=	990
4402		415	+	377	=	792
4403		94	+	380	=	474
4404		355	+	168	=	523
4405		934	+	383	=	1317
4406		611	+	316	=	927
4407		403	+	948	=	1351
4408		200	+	41	=	241
4409		660	+	273	=	933
4410		723	+	189	=	912
4411		32	+	223	=	255
4412		787	+	178	=	965
4413		739	+	503	=	1242
4414		137	+	890	=	1027
4415		463	+	177	=	640
4416		801	+	203	=	1004
4417		913	+	830	=	1743
4418		314	+	99	=	413
4419		998	+	103	=	1101
4420		598	+	117	=	715
4421		790	+	868	=	1658
4422		374	+	692	=	1066
4423		448	+	106	=	554
4424		184	+	848	=	1032
4425		926	+	567	=	1493
4426		235	+	407	=	642
4427		977	+	471	=	1448
4428		205	+	30	=	235
4429		920	+	845	=	1765
4430		458	+	759	=	1217
4431		598	+	42	=	640
4432		808	+	277	=	1085
4433		66	+	633	=	699
4434		505	+	278	=	783
4435		290	+	311	=	601
4436		440	+	17	=	457
4437		402	+	869	=	1271
4438		543	+	848	=	1391
4439		226	+	760	=	986
4440		57	+	863	=	920
4441		646	+	490	=	1136
4442		668	+	526	=	1194
4443		386	+	610	=	996
4444		649	+	339	=	988
4445		813	+	162	=	975
4446		358	+	220	=	578
4447		437	+	815	=	1252
4448		875	+	372	=	1247
4449		876	+	390	=	1266
4450		429	+	555	=	984
4451		10	+	77	=	87
4452		784	+	275	=	1059
4453		435	+	976	=	1411
4454		840	+	48	=	888
4455		529	+	190	=	719
4456		633	+	367	=	1000
4457		637	+	323	=	960
4458		445	+	3	=	448
4459		994	+	86	=	1080
4460		734	+	452	=	1186
4461		275	+	541	=	816
4462		925	+	201	=	1126
4463		855	+	304	=	1159
4464		378	+	391	=	769
4465		433	+	260	=	693
4466		725	+	826	=	1551
4467		125	+	690	=	815
4468		189	+	707	=	896
4469		935	+	847	=	1782
4470		719	+	883	=	1602
4471		614	+	428	=	1042
4472		313	+	48	=	361
4473		26	+	640	=	666
4474		727	+	709	=	1436
4475		466	+	565	=	1031
4476		965	+	887	=	1852
4477		473	+	976	=	1449
4478		750	+	653	=	1403
4479		953	+	229	=	1182
4480		509	+	343	=	852
4481		600	+	771	=	1371
4482		611	+	778	=	1389
4483		763	+	188	=	951
4484		568	+	2	=	570
4485		960	+	968	=	1928
4486		373	+	666	=	1039
4487		360	+	418	=	778
4488		385	+	1	=	386
4489		485	+	619	=	1104
4490		946	+	613	=	1559
4491		696	+	389	=	1085
4492		894	+	804	=	1698
4493		119	+	219	=	338
4494		627	+	88	=	715
4495		461	+	295	=	756
4496		652	+	643	=	1295
4497		90	+	747	=	837
4498		965	+	124	=	1089
4499		284	+	525	=	809
4500		953	+	792	=	1745
4501		110	+	197	=	307
4502		497	+	805	=	1302
4503		112	+	856	=	968
4504		256	+	730	=	986
4505		231	+	34	=	265
4506		501	+	171	=	672
4507		438	+	656	=	1094
4508		265	+	236	=	501
4509		469	+	924	=	1393
4510		386	+	972	=	1358
4511		802	+	652	=	1454
4512		471	+	580	=	1051
4513		925	+	380	=	1305
4514		708	+	599	=	1307
4515		137	+	867	=	1004
4516		728	+	812	=	1540
4517		831	+	684	=	1515
4518		293	+	658	=	951
4519		140	+	887	=	1027
4520		688	+	77	=	765
4521		559	+	959	=	1518
4522		530	+	630	=	1160
4523		676	+	140	=	816
4524		638	+	391	=	1029
4525		860	+	276	=	1136
4526		60	+	94	=	154
4527		328	+	437	=	765
4528		53	+	385	=	438
4529		139	+	927	=	1066
4530		728	+	196	=	924
4531		304	+	368	=	672
4532		396	+	975	=	1371
4533		813	+	183	=	996
4534		391	+	148	=	539
4535		646	+	333	=	979
4536		559	+	127	=	686
4537		773	+	601	=	1374
4538		207	+	495	=	702
4539		552	+	835	=	1387
4540		460	+	652	=	1112
4541		171	+	595	=	766
4542		720	+	273	=	993
4543		88	+	467	=	555
4544		375	+	163	=	538
4545		612	+	474	=	1086
4546		649	+	930	=	1579
4547		628	+	395	=	1023
4548		583	+	833	=	1416
4549		127	+	45	=	172
4550		0	+	985	=	985
4551		990	+	772	=	1762
4552		638	+	771	=	1409
4553		793	+	696	=	1489
4554		373	+	61	=	434
4555		908	+	716	=	1624
4556		300	+	739	=	1039
4557		827	+	497	=	1324
4558		872	+	578	=	1450
4559		289	+	772	=	1061
4560		693	+	658	=	1351
4561		999	+	478	=	1477
4562		366	+	610	=	976
4563		642	+	995	=	1637
4564		567	+	577	=	1144
4565		854	+	454	=	1308
4566		992	+	602	=	1594
4567		226	+	994	=	1220
4568		45	+	374	=	419
4569		548	+	883	=	1431
4570		444	+	881	=	1325
4571		975	+	670	=	1645
4572		847	+	318	=	1165
4573		98	+	967	=	1065
4574		594	+	572	=	1166
4575		67	+	138	=	205
4576		991	+	789	=	1780
4577		268	+	460	=	728
4578		512	+	300	=	812
4579		812	+	434	=	1246
4580		677	+	575	=	1252
4581		617	+	890	=	1507
4582		47	+	990	=	1037
4583		340	+	705	=	1045
4584		484	+	643	=	1127
4585		814	+	564	=	1378
4586		500	+	298	=	798
4587		682	+	875	=	1557
4588		370	+	923	=	1293
4589		498	+	51	=	549
4590		864	+	677	=	1541
4591		23	+	260	=	283
4592		764	+	117	=	881
4593		467	+	770	=	1237
4594		919	+	855	=	1774
4595		297	+	727	=	1024
4596		665	+	300	=	965
4597		888	+	969	=	1857
4598		813	+	398	=	1211
4599		244	+	359	=	603
4600		850	+	456	=	1306
4601		605	+	810	=	1415
4602		428	+	913	=	1341
4603		420	+	882	=	1302
4604		32	+	266	=	298
4605		387	+	631	=	1018
4606		464	+	501	=	965
4607		380	+	585	=	965
4608		702	+	73	=	775
4609		653	+	594	=	1247
4610		227	+	388	=	615
4611		954	+	802	=	1756
4612		866	+	168	=	1034
4613		147	+	371	=	518
4614		137	+	633	=	770
4615		312	+	862	=	1174
4616		320	+	101	=	421
4617		555	+	685	=	1240
4618		86	+	117	=	203
4619		741	+	763	=	1504
4620		648	+	932	=	1580
4621		667	+	953	=	1620
4622		146	+	213	=	359
4623		594	+	707	=	1301
4624		75	+	266	=	341
4625		729	+	482	=	1211
4626		508	+	802	=	1310
4627		494	+	571	=	1065
4628		506	+	698	=	1204
4629		955	+	144	=	1099
4630		444	+	224	=	668
4631		778	+	101	=	879
4632		31	+	740	=	771
4633		303	+	925	=	1228
4634		528	+	559	=	1087
4635		589	+	270	=	859
4636		849	+	912	=	1761
4637		788	+	563	=	1351
4638		400	+	541	=	941
4639		514	+	505	=	1019
4640		44	+	711	=	755
4641		375	+	284	=	659
4642		106	+	258	=	364
4643		397	+	394	=	791
4644		159	+	123	=	282
4645		415	+	96	=	511
4646		822	+	258	=	1080
4647		873	+	876	=	1749
4648		396	+	706	=	1102
4649		105	+	795	=	900
4650		387	+	143	=	530
4651		141	+	139	=	280
4652		388	+	839	=	1227
4653		277	+	372	=	649
4654		752	+	396	=	1148
4655		682	+	771	=	1453
4656		585	+	529	=	1114
4657		584	+	447	=	1031
4658		868	+	939	=	1807
4659		999	+	615	=	1614
4660		522	+	242	=	764
4661		712	+	707	=	1419
4662		631	+	848	=	1479
4663		454	+	971	=	1425
4664		490	+	209	=	699
4665		458	+	925	=	1383
4666		727	+	868	=	1595
4667		964	+	555	=	1519
4668		905	+	289	=	1194
4669		207	+	355	=	562
4670		396	+	323	=	719
4671		341	+	49	=	390
4672		634	+	784	=	1418
4673		426	+	786	=	1212
4674		611	+	822	=	1433
4675		869	+	258	=	1127
4676		411	+	800	=	1211
4677		804	+	985	=	1789
4678		503	+	362	=	865
4679		608	+	922	=	1530
4680		40	+	401	=	441
4681		937	+	12	=	949
4682		347	+	919	=	1266
4683		91	+	148	=	239
4684		160	+	405	=	565
4685		425	+	90	=	515
4686		330	+	281	=	611
4687		888	+	795	=	1683
4688		638	+	411	=	1049
4689		984	+	647	=	1631
4690		655	+	371	=	1026
4691		502	+	100	=	602
4692		761	+	717	=	1478
4693		965	+	539	=	1504
4694		501	+	423	=	924
4695		815	+	409	=	1224
4696		53	+	2	=	55
4697		431	+	585	=	1016
4698		89	+	807	=	896
4699		944	+	535	=	1479
4700		264	+	812	=	1076
4701		627	+	984	=	1611
4702		755	+	95	=	850
4703		885	+	449	=	1334
4704		238	+	755	=	993
4705		415	+	741	=	1156
4706		56	+	609	=	665
4707		19	+	827	=	846
4708		862	+	248	=	1110
4709		779	+	343	=	1122
4710		731	+	751	=	1482
4711		251	+	96	=	347
4712		498	+	979	=	1477
4713		138	+	306	=	444
4714		991	+	301	=	1292
4715		413	+	781	=	1194
4716		451	+	469	=	920
4717		286	+	277	=	563
4718		142	+	541	=	683
4719		355	+	435	=	790
4720		658	+	799	=	1457
4721		961	+	380	=	1341
4722		374	+	584	=	958
4723		538	+	113	=	651
4724		656	+	593	=	1249
4725		373	+	671	=	1044
4726		31	+	252	=	283
4727		253	+	399	=	652
4728		623	+	100	=	723
4729		36	+	600	=	636
4730		366	+	192	=	558
4731		546	+	164	=	710
4732		303	+	281	=	584
4733		952	+	809	=	1761
4734		933	+	722	=	1655
4735		482	+	89	=	571
4736		242	+	704	=	946
4737		869	+	940	=	1809
4738		136	+	65	=	201
4739		805	+	612	=	1417
4740		672	+	826	=	1498
4741		955	+	625	=	1580
4742		210	+	156	=	366
4743		388	+	646	=	1034
4744		868	+	614	=	1482
4745		413	+	796	=	1209
4746		726	+	65	=	791
4747		85	+	181	=	266
4748		829	+	256	=	1085
4749		188	+	716	=	904
4750		838	+	998	=	1836
4751		915	+	499	=	1414
4752		222	+	733	=	955
4753		468	+	629	=	1097
4754		143	+	916	=	1059
4755		28	+	661	=	689
4756		790	+	424	=	1214
4757		741	+	447	=	1188
4758		347	+	719	=	1066
4759		81	+	382	=	463
4760		489	+	105	=	594
4761		403	+	749	=	1152
4762		390	+	991	=	1381
4763		168	+	545	=	713
4764		317	+	345	=	662
4765		167	+	270	=	437
4766		538	+	986	=	1524
4767		925	+	202	=	1127
4768		182	+	95	=	277
4769		628	+	255	=	883
4770		396	+	720	=	1116
4771		341	+	813	=	1154
4772		546	+	278	=	824
4773		27	+	903	=	930
4774		724	+	686	=	1410
4775		986	+	365	=	1351
4776		397	+	868	=	1265
4777		616	+	218	=	834
4778		344	+	604	=	948
4779		163	+	879	=	1042
4780		15	+	372	=	387
4781		843	+	807	=	1650
4782		217	+	326	=	543
4783		17	+	180	=	197
4784		57	+	869	=	926
4785		536	+	458	=	994
4786		700	+	622	=	1322
4787		274	+	835	=	1109
4788		828	+	914	=	1742
4789		958	+	899	=	1857
4790		427	+	592	=	1019
4791		921	+	340	=	1261
4792		89	+	536	=	625
4793		43	+	493	=	536
4794		146	+	21	=	167
4795		828	+	94	=	922
4796		218	+	802	=	1020
4797		943	+	496	=	1439
4798		27	+	217	=	244
4799		85	+	403	=	488
4800		672	+	776	=	1448
4801		685	+	711	=	1396
4802		66	+	254	=	320
4803		354	+	942	=	1296
4804		643	+	500	=	1143
4805		150	+	866	=	1016
4806		209	+	534	=	743
4807		398	+	500	=	898
4808		182	+	916	=	1098
4809		685	+	693	=	1378
4810		253	+	924	=	1177
4811		621	+	248	=	869
4812		111	+	275	=	386
4813		43	+	103	=	146
4814		623	+	116	=	739
4815		723	+	285	=	1008
4816		203	+	712	=	915
